Timestamp,Record number,Average Water Speed,Average Water Direction,Chlorophyll,Chlorophyll [quality],Temperature,Temperature [quality],Dissolved Oxygen,Dissolved Oxygen [quality],Dissolved Oxygen (%Saturation),Dissolved Oxygen (%Saturation) [quality],pH,pH [quality],Salinity,Salinity [quality],Specific Conductance,Specific Conductance [quality],Turbidity,Turbidity [quality]
2024-02-13 13:40:00,17733,7.208,316.01,2.837,1020.0,26.871,1020.0,6.766,1020.0,99.69,1020.0,7.948,1020.0,29.03,1020.0,44.967,1020.0,7.99,1020.0
2024-02-13 13:50:00,17734,12.43,318.037,2.721,1020.0,26.896,1020.0,6.774,1020.0,99.843,1020.0,7.947,1020.0,29.011,1020.0,44.942,1020.0,4.291,1020.0
2024-02-13 14:00:00,17735,8.836,340.473,2.09,1020.0,26.916,1020.0,6.763,1020.0,99.697,1020.0,7.934,1020.0,28.982,1020.0,44.902,1020.0,3.456,1020.0
2024-02-13 14:10:00,17736,1.356,120.397,2.235,1020.0,26.911,1020.0,6.726,1020.0,99.168,1020.0,7.928,1020.0,29.003,1020.0,44.931,1020.0,6.777,1020.0
2024-02-13 14:20:00,17737,17.078,85.577,2.001,1020.0,26.922,1020.0,6.421,1020.0,94.68,1020.0,7.913,1020.0,29.012,1020.0,44.944,1020.0,4.304,1020.0
2024-02-13 14:30:00,17738,4.281,354.095,2.868,1020.0,26.96,1020.0,6.671,1020.0,98.47,1020.0,7.942,1020.0,29.084,1020.0,45.045,1020.0,3.484,1020.0
2024-02-13 14:40:00,17739,7.109,359.373,2.068,1020.0,26.962,1020.0,6.625,1020.0,97.815,1020.0,7.927,1020.0,29.12,1020.0,45.095,1020.0,8.359,1020.0
2024-02-13 14:50:00,17740,2.733,91.312,2.762,1020.0,26.997,1020.0,6.721,1020.0,99.312,1020.0,7.939,1020.0,29.162,1020.0,45.155,1020.0,4.457,1020.0
2024-02-13 15:00:00,17741,17.195,193.054,3.423,1020.0,26.987,1020.0,7.034,1020.0,103.894,1020.0,7.945,1020.0,29.122,1020.0,45.099,1020.0,5.082,1020.0
2024-02-13 15:10:00,17742,11.398,128.01,3.413,1020.0,26.945,1020.0,6.781,1020.0,100.22,1020.0,7.954,1020.0,29.36,1020.0,45.428,1020.0,4.111,1020.0
2024-02-13 15:20:00,17743,6.533,59.56,4.129,1020.0,26.997,1020.0,6.91,1020.0,102.216,1020.0,7.961,1020.0,29.348,1020.0,45.413,1020.0,4.292,1020.0
2024-02-13 15:30:00,17744,4.537,314.93,4.365,1020.0,27.004,1020.0,6.918,1020.0,102.362,1020.0,7.97,1020.0,29.396,1020.0,45.479,1020.0,4.647,1020.0
2024-02-13 15:40:00,17745,11.517,343.202,3.97,1020.0,27.003,1020.0,7.153,1020.0,105.809,1020.0,7.966,1020.0,29.338,1020.0,45.398,1020.0,4.605,1020.0
2024-02-13 15:50:00,17746,12.779,238.451,4.913,1020.0,26.972,1020.0,6.949,1020.0,102.715,1020.0,7.978,1020.0,29.305,1020.0,45.352,1020.0,5.649,1020.0
2024-02-13 16:00:00,17747,14.795,277.132,4.506,1020.0,26.961,1020.0,7.195,1020.0,106.332,1020.0,7.979,1020.0,29.293,1020.0,45.334,1020.0,4.95,1020.0
2024-02-13 16:10:00,17748,17.049,293.371,3.399,1020.0,26.946,1020.0,6.738,1020.0,99.611,1020.0,7.961,1020.0,29.388,1020.0,45.466,1020.0,5.537,1020.0
2024-02-13 16:20:00,17749,3.594,320.701,4.417,1020.0,26.962,1020.0,6.794,1020.0,100.43,1020.0,7.952,1020.0,29.318,1020.0,45.369,1020.0,5.105,1020.0
2024-02-13 16:30:00,17750,7.168,307.855,3.988,1020.0,26.894,1020.0,6.575,1020.0,97.059,1020.0,7.954,1020.0,29.311,1020.0,45.357,1020.0,6.167,1020.0
2024-02-13 16:40:00,17751,5.104,359.361,3.64,1020.0,26.846,1020.0,6.871,1020.0,101.158,1020.0,7.954,1020.0,28.961,1020.0,44.87,1020.0,5.518,1020.0
2024-02-13 16:50:00,17752,2.924,104.568,3.773,1020.0,26.828,1020.0,7.02,1020.0,103.191,1020.0,7.963,1020.0,28.724,1020.0,44.541,1020.0,5.285,1020.0
2024-02-13 17:00:00,17753,1.977,287.253,2.795,1020.0,26.854,1020.0,6.903,1020.0,101.563,1020.0,7.955,1020.0,28.817,1020.0,44.671,1020.0,5.463,1020.0
2024-02-13 17:10:00,17754,9.028,11.481,3.578,1020.0,26.861,1020.0,7.002,1020.0,103.124,1020.0,7.967,1020.0,28.972,1020.0,44.886,1020.0,5.698,1020.0
2024-02-13 17:20:00,17755,15.47,81.039,3.918,1020.0,26.859,1020.0,6.985,1020.0,102.904,1020.0,7.964,1020.0,29.043,1020.0,44.984,1020.0,3.593,1020.0
2024-02-13 17:30:00,17756,7.283,170.904,4.276,1020.0,26.926,1020.0,6.985,1020.0,103.135,1020.0,7.962,1020.0,29.235,1020.0,45.253,1020.0,3.792,1020.0
2024-02-13 17:40:00,17757,16.769,32.177,3.807,1020.0,26.892,1020.0,6.759,1020.0,99.793,1020.0,7.951,1020.0,29.333,1020.0,45.389,1020.0,5.106,1020.0
2024-02-13 17:50:00,17758,10.82,119.774,4.323,1020.0,26.878,1020.0,6.734,1020.0,99.456,1020.0,7.957,1020.0,29.422,1020.0,45.511,1020.0,3.677,1020.0
2024-02-13 18:00:00,17759,15.196,95.023,4.832,1020.0,26.778,1020.0,6.593,1020.0,96.946,1020.0,7.948,1020.0,28.938,1020.0,44.836,1020.0,,
2024-02-13 18:10:00,17760,17.251,18.336,5.283,1020.0,26.764,1020.0,7.176,1020.0,105.385,1020.0,7.966,1020.0,28.763,1020.0,44.593,1020.0,41.589,1020.0
2024-02-13 18:20:00,17761,15.581,103.303,5.786,1020.0,26.81,1020.0,7.055,1020.0,103.821,1020.0,7.956,1020.0,28.991,1020.0,44.91,1020.0,,
2024-02-13 18:30:00,17762,12.062,164.115,6.26,1020.0,26.83,1020.0,6.897,1020.0,101.666,1020.0,7.964,1020.0,29.235,1020.0,45.25,1020.0,,
2024-02-13 18:40:00,17763,13.675,156.215,5.642,1020.0,26.815,1020.0,6.973,1020.0,102.737,1020.0,7.966,1020.0,29.198,1020.0,45.198,1020.0,6.198,1020.0
2024-02-13 18:50:00,17764,18.704,341.098,5.65,1020.0,26.811,1020.0,6.984,1020.0,102.944,1020.0,7.974,1020.0,29.275,1020.0,45.304,1020.0,4.571,1020.0
2024-02-13 19:00:00,17765,6.687,35.303,6.141,1020.0,26.805,1020.0,6.872,1020.0,101.336,1020.0,7.961,1020.0,29.349,1020.0,45.406,1020.0,6.942,1020.0
2024-02-13 19:10:00,17766,4.146,89.161,6.579,1020.0,26.811,1020.0,6.861,1020.0,101.183,1020.0,7.966,1020.0,29.357,1020.0,45.418,1020.0,3.587,1020.0
2024-02-13 19:20:00,17767,14.602,110.57,5.613,1020.0,26.79,1020.0,6.025,1020.0,88.822,1020.0,7.949,1020.0,29.352,1020.0,45.411,1020.0,14.852,1020.0
2024-02-13 19:30:00,17768,6.815,93.784,5.813,1020.0,26.803,1020.0,6.526,1020.0,96.356,1020.0,7.958,1020.0,29.587,1020.0,45.736,1020.0,3.603,1020.0
2024-02-13 19:40:00,17769,5.802,115.993,5.371,1020.0,26.779,1020.0,6.551,1020.0,96.592,1020.0,7.955,1020.0,29.431,1020.0,45.52,1020.0,2.869,1020.0
2024-02-13 19:50:00,17770,16.912,55.56,5.55,1020.0,26.78,1020.0,6.49,1020.0,95.807,1020.0,7.962,1020.0,29.637,1020.0,45.805,1020.0,3.586,1020.0
2024-02-13 20:00:00,17771,9.859,91.953,5.405,1020.0,26.709,1020.0,6.57,1020.0,96.83,1020.0,7.957,1020.0,29.561,1020.0,45.697,1020.0,3.09,1020.0
2024-02-13 20:10:00,17772,4.843,218.413,5.477,1020.0,26.713,1020.0,6.568,1020.0,96.793,1020.0,7.968,1020.0,29.55,1020.0,45.681,1020.0,3.191,1020.0
2024-02-13 20:20:00,17773,6.673,84.027,5.333,1020.0,26.72,1020.0,6.642,1020.0,97.907,1020.0,7.965,1020.0,29.558,1020.0,45.693,1020.0,3.063,1020.0
2024-02-13 20:30:00,17774,11.717,56.45,5.569,1020.0,26.723,1020.0,6.543,1020.0,96.477,1020.0,7.965,1020.0,29.587,1020.0,45.734,1020.0,3.15,1020.0
2024-02-13 20:40:00,17775,30.355,78.911,5.495,1020.0,26.681,1020.0,6.56,1020.0,96.652,1020.0,7.963,1020.0,29.571,1020.0,45.71,1020.0,3.057,1020.0
2024-02-13 20:50:00,17776,9.855,129.408,5.033,1020.0,26.668,1020.0,6.55,1020.0,96.469,1020.0,7.969,1020.0,29.547,1020.0,45.676,1020.0,3.421,1020.0
2024-02-13 21:00:00,17777,4.143,241.138,4.958,1020.0,26.555,1020.0,6.615,1020.0,97.075,1020.0,7.971,1020.0,29.246,1020.0,45.255,1020.0,3.216,1020.0
2024-02-13 21:10:00,17778,6.359,152.725,4.778,1020.0,26.483,1020.0,6.455,1020.0,94.607,1020.0,7.963,1020.0,29.245,1020.0,45.251,1020.0,2.831,1020.0
2024-02-13 21:20:00,17779,8.555,99.076,4.265,1020.0,26.482,1020.0,6.424,1020.0,94.203,1020.0,7.951,1020.0,29.33,1020.0,45.369,1020.0,2.836,1020.0
2024-02-13 21:30:00,17780,8.933,188.4,4.627,1020.0,26.454,1020.0,6.55,1020.0,95.907,1020.0,7.968,1020.0,29.176,1020.0,45.156,1020.0,3.127,1020.0
2024-02-13 21:40:00,17781,2.418,184.292,4.016,1020.0,26.433,1020.0,6.478,1020.0,94.859,1020.0,7.949,1020.0,29.235,1020.0,45.236,1020.0,3.034,1020.0
2024-02-13 21:50:00,17782,5.795,147.309,3.733,1020.0,26.414,1020.0,6.589,1020.0,96.376,1020.0,7.969,1020.0,29.099,1020.0,45.047,1020.0,3.225,1020.0
2024-02-13 22:00:00,17783,6.676,71.571,4.322,1020.0,26.295,1020.0,6.675,1020.0,97.381,1020.0,7.97,1020.0,28.991,1020.0,44.893,1020.0,3.206,1020.0
2024-02-13 22:10:00,17784,6.107,86.71,5.003,1020.0,26.276,1020.0,6.594,1020.0,96.229,1020.0,7.972,1020.0,29.097,1020.0,45.04,1020.0,3.247,1020.0
2024-02-13 22:20:00,17785,2.542,38.69,4.936,1020.0,26.246,1020.0,6.653,1020.0,97.0,1020.0,7.969,1020.0,29.044,1020.0,44.965,1020.0,3.299,1020.0
2024-02-13 22:30:00,17786,4.317,263.28,4.351,1020.0,26.243,1020.0,6.325,1020.0,92.248,1020.0,7.963,1020.0,29.089,1020.0,45.027,1020.0,3.304,1020.0
2024-02-13 22:40:00,17787,11.446,126.939,3.739,1020.0,26.262,1020.0,6.588,1020.0,96.137,1020.0,7.963,1020.0,29.13,1020.0,45.085,1020.0,3.148,1020.0
2024-02-13 22:50:00,17788,9.869,52.646,4.651,1020.0,26.331,1020.0,6.768,1020.0,98.884,1020.0,7.98,1020.0,29.151,1020.0,45.116,1020.0,3.292,1020.0
2024-02-13 23:00:00,17789,7.499,138.059,4.634,1020.0,26.239,1020.0,6.834,1020.0,99.418,1020.0,7.975,1020.0,28.643,1020.0,44.409,1020.0,3.702,1020.0
2024-02-13 23:10:00,17790,5.987,47.306,3.941,1020.0,26.361,1020.0,6.784,1020.0,98.878,1020.0,7.967,1020.0,28.621,1020.0,44.382,1020.0,3.695,1020.0
2024-02-13 23:20:00,17791,9.335,104.738,4.522,1020.0,26.353,1020.0,6.713,1020.0,97.737,1020.0,7.96,1020.0,28.458,1020.0,44.155,1020.0,3.765,1020.0
2024-02-13 23:30:00,17792,1.015,115.4,3.485,1020.0,26.413,1020.0,6.647,1020.0,96.924,1020.0,7.959,1020.0,28.561,1020.0,44.3,1020.0,3.888,1020.0
2024-02-13 23:40:00,17793,12.633,40.686,3.276,1020.0,26.517,1020.0,6.553,1020.0,95.797,1020.0,7.941,1020.0,28.7,1020.0,44.497,1020.0,3.795,1020.0
2024-02-13 23:50:00,17794,7.814,0.948,3.714,1020.0,26.489,1020.0,6.698,1020.0,97.974,1020.0,7.963,1020.0,28.888,1020.0,44.758,1020.0,4.44,1020.0
2024-02-14 00:00:00,17795,11.595,61.671,3.333,1020.0,26.415,1020.0,6.512,1020.0,95.173,1020.0,7.952,1020.0,28.959,1020.0,44.852,1020.0,3.629,1020.0
2024-02-14 00:10:00,17796,14.204,50.453,3.293,1020.0,26.46,1020.0,6.55,1020.0,95.84,1020.0,7.957,1020.0,29.023,1020.0,44.944,1020.0,3.541,1020.0
2024-02-14 00:20:00,17797,6.968,165.182,2.929,1020.0,26.484,1020.0,6.353,1020.0,93.02,1020.0,7.94,1020.0,29.071,1020.0,45.01,1020.0,3.4,1020.0
2024-02-14 00:30:00,17798,13.559,281.809,3.453,1020.0,26.521,1020.0,6.385,1020.0,93.593,1020.0,7.961,1020.0,29.158,1020.0,45.132,1020.0,3.169,1020.0
2024-02-14 00:40:00,17799,18.525,279.557,2.107,1020.0,26.509,1020.0,6.141,1020.0,90.031,1020.0,7.931,1020.0,29.215,1020.0,45.211,1020.0,2.809,1020.0
2024-02-14 00:50:00,17800,17.156,56.891,2.791,1020.0,26.461,1020.0,6.107,1020.0,89.463,1020.0,7.933,1020.0,29.236,1020.0,45.238,1020.0,3.21,1020.0
2024-02-14 01:00:00,17801,5.97,311.685,2.387,1020.0,26.456,1020.0,5.911,1020.0,86.578,1020.0,7.912,1020.0,29.213,1020.0,45.207,1020.0,2.816,1020.0
2024-02-14 01:10:00,17802,13.065,93.223,2.198,1020.0,26.434,1020.0,5.725,1020.0,83.878,1020.0,7.911,1020.0,29.323,1020.0,45.358,1020.0,2.986,1020.0
2024-02-14 01:20:00,17803,23.69,291.74,3.412,1020.0,26.417,1020.0,5.919,1020.0,86.702,1020.0,7.94,1020.0,29.36,1020.0,45.408,1020.0,3.171,1020.0
2024-02-14 01:30:00,17804,6.304,201.488,3.423,1020.0,26.409,1020.0,5.962,1020.0,87.345,1020.0,7.926,1020.0,29.388,1020.0,45.447,1020.0,3.427,1020.0
2024-02-14 01:40:00,17805,6.155,68.005,2.857,1020.0,26.42,1020.0,5.462,1020.0,80.026,1020.0,7.873,1020.0,29.39,1020.0,45.45,1020.0,4.758,1020.0
2024-02-14 01:50:00,17806,15.983,250.279,3.487,1020.0,26.403,1020.0,5.074,1020.0,74.331,1020.0,7.851,1020.0,29.405,1020.0,45.471,1020.0,3.718,1020.0
2024-02-14 02:00:00,17807,7.153,344.311,2.46,1020.0,26.413,1020.0,5.194,1020.0,76.098,1020.0,7.848,1020.0,29.38,1020.0,45.436,1020.0,3.734,1020.0
2024-02-14 02:10:00,17808,10.376,144.25,2.786,1020.0,26.416,1020.0,5.078,1020.0,74.432,1020.0,7.869,1020.0,29.467,1020.0,45.557,1020.0,3.684,1020.0
2024-02-14 02:20:00,17809,22.912,303.305,3.404,1020.0,26.433,1020.0,4.943,1020.0,72.454,1020.0,7.853,1020.0,29.421,1020.0,45.494,1020.0,3.738,1020.0
2024-02-14 02:30:00,17810,5.523,279.733,3.182,1020.0,26.449,1020.0,5.472,1020.0,80.222,1020.0,7.896,1020.0,29.384,1020.0,45.443,1020.0,3.969,1020.0
2024-02-14 02:40:00,17811,24.747,265.995,2.919,1020.0,26.484,1020.0,5.593,1020.0,82.016,1020.0,7.912,1020.0,29.337,1020.0,45.379,1020.0,3.865,1020.0
2024-02-14 02:50:00,17812,18.38,297.13,3.407,1020.0,26.46,1020.0,5.593,1020.0,82.017,1020.0,7.895,1020.0,29.417,1020.0,45.489,1020.0,3.927,1020.0
2024-02-14 03:00:00,17813,19.154,199.832,3.324,1020.0,26.437,1020.0,4.905,1020.0,71.919,1020.0,7.925,1020.0,29.464,1020.0,45.554,1020.0,3.936,1020.0
2024-02-14 03:10:00,17814,12.709,157.848,3.701,1020.0,26.418,1020.0,5.565,1020.0,81.578,1020.0,7.904,1020.0,29.471,1020.0,45.562,1020.0,4.235,1020.0
2024-02-14 03:20:00,17815,6.657,24.415,3.051,1020.0,26.395,1020.0,4.35,1020.0,63.713,1020.0,7.906,1020.0,29.394,1020.0,45.455,1020.0,3.735,1020.0
2024-02-14 03:30:00,17816,5.534,191.872,3.397,1020.0,26.368,1020.0,5.641,1020.0,82.581,1020.0,7.905,1020.0,29.407,1020.0,45.471,1020.0,4.089,1020.0
2024-02-14 03:40:00,17817,3.974,89.668,3.408,1020.0,26.395,1020.0,5.108,1020.0,74.822,1020.0,7.881,1020.0,29.395,1020.0,45.457,1020.0,3.967,1020.0
2024-02-14 03:50:00,17818,14.193,304.958,3.379,1020.0,26.479,1020.0,5.876,1020.0,86.271,1020.0,7.915,1020.0,29.573,1020.0,45.705,1020.0,4.07,1020.0
2024-02-14 04:00:00,17819,6.35,2.731,3.052,1020.0,26.438,1020.0,5.299,1020.0,77.7,1020.0,7.932,1020.0,29.458,1020.0,45.545,1020.0,3.859,1020.0
2024-02-14 04:10:00,17820,4.535,339.06,2.614,1020.0,26.351,1020.0,5.752,1020.0,84.229,1020.0,7.913,1020.0,29.468,1020.0,45.556,1020.0,4.129,1020.0
2024-02-14 04:20:00,17821,9.972,168.744,2.581,1020.0,26.21,1020.0,5.39,1020.0,78.669,1020.0,7.921,1020.0,29.344,1020.0,45.379,1020.0,3.477,1020.0
2024-02-14 04:30:00,17822,7.51,289.761,3.067,1020.0,26.198,1020.0,5.97,1020.0,87.131,1020.0,7.926,1020.0,29.359,1020.0,45.4,1020.0,4.079,1020.0
2024-02-14 04:40:00,17823,14.134,320.269,3.173,1020.0,26.131,1020.0,5.187,1020.0,75.568,1020.0,7.947,1020.0,29.25,1020.0,45.246,1020.0,3.856,1020.0
2024-02-14 04:50:00,17824,18.574,328.449,3.15,1020.0,26.266,1020.0,5.778,1020.0,84.486,1020.0,7.93,1020.0,29.487,1020.0,45.579,1020.0,4.168,1020.0
2024-02-14 05:00:00,17825,14.916,346.962,2.941,1020.0,26.29,1020.0,4.12,1020.0,60.284,1020.0,7.935,1020.0,29.533,1020.0,45.644,1020.0,4.031,1020.0
2024-02-14 05:10:00,17826,14.471,254.398,3.345,1020.0,26.335,1020.0,5.827,1020.0,85.343,1020.0,7.93,1020.0,29.563,1020.0,45.687,1020.0,4.131,1020.0
2024-02-14 05:20:00,17827,11.512,266.623,3.49,1020.0,26.179,1020.0,5.351,1020.0,78.136,1020.0,7.917,1020.0,29.496,1020.0,45.588,1020.0,3.834,1020.0
2024-02-14 05:30:00,17828,12.638,303.846,3.368,1020.0,26.05,1020.0,5.828,1020.0,84.913,1020.0,7.94,1020.0,29.496,1020.0,45.584,1020.0,4.02,1020.0
2024-02-14 05:40:00,17829,17.902,250.791,3.574,1020.0,26.011,1020.0,5.19,1020.0,75.533,1020.0,7.936,1020.0,29.429,1020.0,45.49,1020.0,4.405,1020.0
2024-02-14 05:50:00,17830,6.391,287.659,3.048,1020.0,26.018,1020.0,6.023,1020.0,87.647,1020.0,7.953,1020.0,29.361,1020.0,45.397,1020.0,4.073,1020.0
2024-02-14 06:00:00,17831,10.085,186.926,2.89,1020.0,26.047,1020.0,5.578,1020.0,81.218,1020.0,7.948,1020.0,29.383,1020.0,45.428,1020.0,3.819,1020.0
2024-02-14 06:10:00,17832,21.582,206.744,3.188,1020.0,26.192,1020.0,6.015,1020.0,87.801,1020.0,7.952,1020.0,29.405,1020.0,45.463,1020.0,4.393,1020.0
2024-02-14 06:20:00,17833,5.968,171.421,2.813,1020.0,26.149,1020.0,6.231,1020.0,90.873,1020.0,7.959,1020.0,29.354,1020.0,45.391,1020.0,3.752,1020.0
2024-02-14 06:30:00,17834,4.345,333.186,3.319,1020.0,26.102,1020.0,6.063,1020.0,88.325,1020.0,7.945,1020.0,29.323,1020.0,45.347,1020.0,4.619,1020.0
2024-02-14 06:40:00,17835,9.598,100.832,2.136,1020.0,26.155,1020.0,5.989,1020.0,87.353,1020.0,7.933,1020.0,29.37,1020.0,45.414,1020.0,4.554,1020.0
2024-02-14 06:50:00,17836,2.839,223.834,2.284,1020.0,25.904,1020.0,5.967,1020.0,86.623,1020.0,7.941,1020.0,29.299,1020.0,45.307,1020.0,3.831,1020.0
2024-02-14 07:00:00,17837,6.819,125.944,2.473,1020.0,25.926,1020.0,6.326,1020.0,91.819,1020.0,7.962,1020.0,29.206,1020.0,45.179,1020.0,3.806,1020.0
2024-02-14 07:10:00,17838,6.52,224.073,3.025,1020.0,25.98,1020.0,6.293,1020.0,91.454,1020.0,7.961,1020.0,29.241,1020.0,45.229,1020.0,3.921,1020.0
2024-02-14 07:20:00,17839,25.848,107.259,2.715,1020.0,25.903,1020.0,6.427,1020.0,93.22,1020.0,7.962,1020.0,29.157,1020.0,45.111,1020.0,3.819,1020.0
2024-02-14 07:30:00,17840,16.918,337.091,2.766,1020.0,25.653,1020.0,6.187,1020.0,89.223,1020.0,7.952,1020.0,28.881,1020.0,44.72,1020.0,4.3,1020.0
2024-02-14 07:40:00,17841,10.295,334.903,3.025,1020.0,25.543,1020.0,6.256,1020.0,89.971,1020.0,7.953,1020.0,28.72,1020.0,44.492,1020.0,3.766,1020.0
2024-02-14 07:50:00,17842,10.23,79.515,2.709,1020.0,25.539,1020.0,6.412,1020.0,92.243,1020.0,7.964,1020.0,28.813,1020.0,44.622,1020.0,4.221,1020.0
2024-02-14 08:00:00,17843,8.377,354.0,2.708,1020.0,25.444,1020.0,6.478,1020.0,92.938,1020.0,7.965,1020.0,28.612,1020.0,44.34,1020.0,3.527,1020.0
2024-02-14 08:10:00,17844,11.265,279.148,2.164,1020.0,25.484,1020.0,6.177,1020.0,88.74,1020.0,7.949,1020.0,28.719,1020.0,44.49,1020.0,4.024,1020.0
2024-02-14 08:20:00,17845,3.291,134.694,2.55,1020.0,25.453,1020.0,6.509,1020.0,93.36,1020.0,7.953,1020.0,28.53,1020.0,44.226,1020.0,3.786,1020.0
2024-02-14 08:30:00,17846,12.659,334.191,2.381,1020.0,25.459,1020.0,6.281,1020.0,90.072,1020.0,7.951,1020.0,28.48,1020.0,44.157,1020.0,4.16,1020.0
2024-02-14 08:40:00,17847,11.009,131.162,2.31,1020.0,25.61,1020.0,6.22,1020.0,89.555,1020.0,7.929,1020.0,28.717,1020.0,44.491,1020.0,3.931,1020.0
2024-02-14 08:50:00,17848,10.145,281.418,1.77,1020.0,25.625,1020.0,6.279,1020.0,90.4,1020.0,7.941,1020.0,28.687,1020.0,44.449,1020.0,3.892,1020.0
2024-02-14 09:00:00,17849,17.798,48.289,2.427,1020.0,25.595,1020.0,6.526,1020.0,93.869,1020.0,7.94,1020.0,28.588,1020.0,44.311,1020.0,3.962,1020.0
2024-02-14 09:10:00,17850,6.357,173.137,2.116,1020.0,25.73,1020.0,6.552,1020.0,94.482,1020.0,7.962,1020.0,28.657,1020.0,44.411,1020.0,4.117,1020.0
2024-02-14 09:20:00,17851,14.881,111.518,1.645,1020.0,25.699,1020.0,6.571,1020.0,94.715,1020.0,7.952,1020.0,28.652,1020.0,44.403,1020.0,3.801,1020.0
2024-02-14 09:30:00,17852,4.261,118.28,1.702,1020.0,25.722,1020.0,6.344,1020.0,91.468,1020.0,7.949,1020.0,28.654,1020.0,44.406,1020.0,5.762,1020.0
2024-02-14 09:30:00,17853,4.261,118.28,1.702,1020.0,25.722,1020.0,6.344,1020.0,91.468,1020.0,7.949,1020.0,28.654,1020.0,44.406,1020.0,5.762,1020.0
2024-02-14 09:40:00,17854,11.854,19.092,1.45,1020.0,25.783,1020.0,6.482,1020.0,93.587,1020.0,7.903,1020.0,28.706,1020.0,44.48,1020.0,3.496,1020.0
2024-02-14 09:50:00,17855,11.997,232.915,1.524,1020.0,26.283,1020.0,6.502,1020.0,94.821,1020.0,7.965,1020.0,28.943,1020.0,44.827,1020.0,4.08,1020.0
2024-02-14 10:00:00,17856,2.795,229.254,1.819,1020.0,26.081,1020.0,6.773,1020.0,98.334,1020.0,7.97,1020.0,28.792,1020.0,44.61,1020.0,3.864,1020.0
2024-02-14 10:10:00,17857,7.628,2.787,1.815,1020.0,26.106,1020.0,6.491,1020.0,94.285,1020.0,7.959,1020.0,28.783,1020.0,44.598,1020.0,4.47,1020.0
2024-02-14 10:20:00,17858,10.181,38.58,1.906,1020.0,26.792,1020.0,6.752,1020.0,99.346,1020.0,7.959,1020.0,29.026,1020.0,44.959,1020.0,3.523,1020.0
2024-02-14 10:30:00,17859,18.653,93.831,2.165,1020.0,27.189,1020.0,6.534,1020.0,96.629,1020.0,7.939,1020.0,28.732,1020.0,44.564,1020.0,4.448,1020.0
2024-02-14 10:40:00,17860,6.664,127.849,2.086,1020.0,27.201,1020.0,6.503,1020.0,96.125,1020.0,7.921,1020.0,28.618,1020.0,44.407,1020.0,4.722,1020.0
2024-02-14 10:50:00,17861,11.433,77.427,2.1,1020.0,27.25,1020.0,6.587,1020.0,97.358,1020.0,7.935,1020.0,28.449,1020.0,44.173,1020.0,4.929,1020.0
2024-02-14 11:00:00,17862,8.355,116.625,1.857,1020.0,27.133,1020.0,6.605,1020.0,97.505,1020.0,7.933,1020.0,28.587,1020.0,44.362,1020.0,4.674,1020.0
2024-02-14 11:10:00,17863,5.248,109.612,1.866,1020.0,27.162,1020.0,6.482,1020.0,96.043,1020.0,7.939,1020.0,29.138,1020.0,45.127,1020.0,4.183,1020.0
2024-02-14 11:20:00,17864,15.32,355.614,1.944,1020.0,27.147,1020.0,6.491,1020.0,96.276,1020.0,7.937,1020.0,29.391,1020.0,45.478,1020.0,4.199,1020.0
2024-02-14 11:30:00,17865,7.519,246.078,1.656,1020.0,27.23,1020.0,6.531,1020.0,97.026,1020.0,7.943,1020.0,29.42,1020.0,45.521,1020.0,3.896,1020.0
2024-02-14 11:40:00,17866,16.429,61.136,1.702,1020.0,27.192,1020.0,6.542,1020.0,97.245,1020.0,7.946,1020.0,29.638,1020.0,45.821,1020.0,3.848,1020.0
2024-02-14 11:50:00,17867,30.577,46.629,1.752,1020.0,27.13,1020.0,6.54,1020.0,97.227,1020.0,7.956,1020.0,29.843,1020.0,46.102,1020.0,4.109,1020.0
2024-02-14 12:00:00,17868,21.891,54.349,1.659,1020.0,27.224,1020.0,6.436,1020.0,95.866,1020.0,7.946,1020.0,29.922,1020.0,46.215,1020.0,4.138,1020.0
2024-02-14 12:10:00,17869,5.409,359.976,1.735,1020.0,27.227,1020.0,6.536,1020.0,97.396,1020.0,7.957,1020.0,29.977,1020.0,46.29,1020.0,4.666,1020.0
2024-02-14 12:20:00,17870,6.645,82.33,1.552,1020.0,27.374,1020.0,6.444,1020.0,96.177,1020.0,7.94,1020.0,29.825,1020.0,46.086,1020.0,4.081,1020.0
2024-02-14 12:30:00,17871,10.397,180.283,1.44,1020.0,27.793,1020.0,6.523,1020.0,97.781,1020.0,7.934,1020.0,29.343,1020.0,45.435,1020.0,4.385,1020.0
2024-02-14 12:40:00,17872,11.879,121.547,1.522,1020.0,27.992,1020.0,6.562,1020.0,98.598,1020.0,7.922,1020.0,29.168,1020.0,45.2,1020.0,4.591,1020.0
2024-02-14 12:50:00,17873,5.346,86.553,1.538,1020.0,28.075,1020.0,6.673,1020.0,100.443,1020.0,7.927,1020.0,29.255,1020.0,45.324,1020.0,4.188,1020.0
2024-02-14 13:00:00,17874,15.811,72.557,1.275,1020.0,28.062,1020.0,6.596,1020.0,99.273,1020.0,7.92,1020.0,29.27,1020.0,45.345,1020.0,3.937,1020.0
2024-02-14 13:10:00,17875,9.682,242.69,1.568,1020.0,28.056,1020.0,6.579,1020.0,99.069,1020.0,7.934,1020.0,29.381,1020.0,45.498,1020.0,4.254,1020.0
2024-02-14 13:20:00,17876,11.379,65.879,1.634,1020.0,28.147,1020.0,6.708,1020.0,101.157,1020.0,7.932,1020.0,29.383,1020.0,45.504,1020.0,4.051,1020.0
