DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
2019-02-20 20:00:00,8584,7739,1375,1017,1864,1573,1843,0,65
2019-02-20 21:00:00,8111,7599,1379,1142,1693,1492,1828,0,63
2019-02-20 22:00:00,7337,7319,1383,1281,1374,1476,1741,0,63
2019-02-20 23:00:00,6927,7256,1380,1208,1383,1498,1722,0,65
2019-02-21 00:00:00,6607,7202,1380,925,1362,1683,1790,0,62
2019-02-21 01:00:00,6484,7213,1391,658,1423,1866,1814,0,61
2019-02-21 02:00:00,6414,7235,1390,495,1550,1890,1851,0,60
2019-02-21 03:00:00,6384,7111,1393,655,1444,1788,1772,0,58
2019-02-21 04:00:00,6500,7146,1392,655,1371,1866,1798,0,59
2019-02-21 05:00:00,6742,7281,1391,660,1387,1884,1900,0,60
2019-02-21 06:00:00,7259,7193,1390,584,1419,1831,1906,0,61
2019-02-21 07:00:00,8095,7757,1390,312,1938,1905,2137,14,61
2019-02-21 08:00:00,8409,7760,1395,189,1862,1888,2222,142,60
2019-02-21 09:00:00,8310,7606,1319,203,1687,1830,2200,302,63
2019-02-21 10:00:00,8327,7713,1349,306,1618,1811,2119,445,64
2019-02-21 11:00:00,8157,7825,1353,504,1597,1819,1937,550,63
2019-02-21 12:00:00,8021,7887,1355,540,1703,1824,1829,571,63
2019-02-21 13:00:00,8009,8050,1303,743,1708,1824,1863,544,64
2019-02-21 14:00:00,7941,7795,1367,1070,1468,1582,1768,483,55
2019-02-21 15:00:00,7798,7586,1339,1314,1301,1459,1756,352,61
2019-02-21 16:00:00,7868,7651,1377,1081,1629,1477,1856,168,62
2019-02-21 17:00:00,8093,7416,1377,889,1733,1477,1839,39,61
2019-02-21 18:00:00,8500,7560,1384,800,1782,1726,1804,0,64
2019-02-21 19:00:00,8672,7804,1384,737,1831,1847,1942,0,62
2019-02-21 20:00:00,8485,7680,1383,646,1838,1853,1897,0,61
2019-02-21 21:00:00,7984,7395,1383,434,1818,1865,1832,0,62
2019-02-21 22:00:00,7401,7346,1385,234,1886,1883,1894,0,63
2019-02-21 23:00:00,6967,7049,1380,118,1607,1875,2007,0,60
2019-02-22 00:00:00,6678,6809,1385,63,1424,1864,2014,0,59
2019-02-22 01:00:00,6423,6472,1392,53,1032,1858,2078,0,60
2019-02-22 02:00:00,6418,6386,1392,73,1064,1896,1906,0,55
2019-02-22 03:00:00,6467,6518,1393,113,1153,1880,1924,0,55
2019-02-22 04:00:00,6580,6656,1391,182,1215,1879,1934,0,55
2019-02-22 05:00:00,6750,6769,1396,339,1175,1871,1931,0,55
2019-02-22 06:00:00,7376,7178,1396,433,1284,1880,2131,0,55
2019-02-22 07:00:00,8108,7545,1392,481,1623,1873,2110,6,58
2019-02-22 08:00:00,8533,7555,1389,409,1756,1860,2041,42,58
2019-02-22 09:00:00,8681,7611,1352,325,1864,1854,2061,97,56
2019-02-22 10:00:00,8692,7493,1360,236,1784,1843,2068,144,56
2019-02-22 11:00:00,8598,7337,1344,226,1671,1843,2057,138,56
2019-02-22 12:00:00,8544,7314,1364,321,1566,1824,2044,137,56
2019-02-22 13:00:00,8566,7346,1343,371,1545,1824,2074,131,56
2019-02-22 14:00:00,8373,7413,1350,605,1444,1800,2018,140,54
2019-02-22 15:00:00,8278,7788,1379,949,1406,1805,2072,120,56
2019-02-22 16:00:00,8281,7970,1383,1789,1162,1647,1862,70,56
2019-02-22 17:00:00,8411,8418,1382,2680,1180,1484,1616,16,58
2019-02-22 18:00:00,8859,9093,1382,2811,1440,1728,1673,0,58
2019-02-22 19:00:00,8999,9068,1383,2806,1536,1442,1842,0,59
2019-02-22 20:00:00,8742,9096,1385,2798,1439,1470,1946,0,57
2019-02-22 21:00:00,8334,8864,1380,2756,1376,1464,1832,0,56
2019-02-22 22:00:00,7830,8903,1381,2747,1403,1465,1851,0,55
2019-02-22 23:00:00,7318,8207,1383,2758,945,1410,1654,0,55
2019-02-23 00:00:00,6954,8177,1380,2724,1069,1332,1617,0,54
2019-02-23 01:00:00,6780,8072,1387,2755,1049,1255,1574,0,52
2019-02-23 02:00:00,6671,7966,1385,2735,976,1250,1568,0,52
2019-02-23 03:00:00,6659,7907,1387,2724,1033,1261,1449,0,53
2019-02-23 04:00:00,6642,8006,1389,2721,1053,1263,1528,0,52
2019-02-23 05:00:00,6674,7952,1386,2692,1005,1259,1559,0,52
2019-02-23 06:00:00,6932,8021,1385,2647,1102,1288,1547,0,51
2019-02-23 07:00:00,7223,8133,1384,2573,1281,1337,1503,2,51
2019-02-23 08:00:00,7724,8582,1384,2546,1351,1507,1586,156,51
2019-02-23 09:00:00,7962,8760,1390,2653,1223,1489,1565,386,53
2019-02-23 10:00:00,8017,9149,1388,2685,1235,1693,1564,528,53
2019-02-23 11:00:00,8020,9165,1384,2626,1327,1603,1588,583,54
2019-02-23 12:00:00,8004,9196,1384,2564,1292,1749,1582,572,53
2019-02-23 13:00:00,7832,9005,1386,2454,1240,1742,1602,526,53
2019-02-23 14:00:00,7644,8806,1390,2347,1219,1766,1576,451,56
2019-02-23 15:00:00,7636,8608,1392,2110,1274,1824,1595,359,54
2019-02-23 16:00:00,7697,8431,1391,2059,1234,1869,1586,236,54
2019-02-23 17:00:00,7989,8271,1390,1622,1465,1892,1781,64,53
2019-02-23 18:00:00,8544,8473,1389,1359,1897,1916,1858,0,54
2019-02-23 19:00:00,8509,8347,1389,1297,1872,1933,1803,0,53
2019-02-23 20:00:00,8360,8252,1389,1288,1816,1922,1781,0,55
2019-02-23 21:00:00,7970,8043,1391,1324,1580,1911,1783,0,55
2019-02-23 22:00:00,7368,7641,1393,1158,1430,1905,1700,0,56
2019-02-23 23:00:00,6980,7697,1392,1071,1490,1908,1781,0,55
2019-02-24 00:00:00,6678,7524,1391,1033,1519,1923,1603,0,55
2019-02-24 01:00:00,6486,7120,1392,1020,1356,1696,1601,0,55
2019-02-24 02:00:00,6336,7079,1391,887,1434,1718,1595,0,54
2019-02-24 03:00:00,6331,7029,1392,807,1441,1732,1603,0,54
2019-02-24 04:00:00,6314,7013,1392,734,1473,1756,1604,0,54
2019-02-24 05:00:00,6399,7014,1391,712,1456,1723,1678,0,54
2019-02-24 06:00:00,6516,6934,1393,645,1386,1679,1775,0,55
2019-02-24 07:00:00,6697,6923,1393,564,1430,1679,1784,18,55
2019-02-24 08:00:00,7007,7074,1389,471,1528,1693,1790,147,55
2019-02-24 09:00:00,7090,7294,1392,394,1522,1857,1777,295,54
2019-02-24 10:00:00,7147,7457,1391,541,1458,1843,1774,393,55
2019-02-24 11:00:00,7114,7495,1391,598,1319,1861,1781,488,54
2019-02-24 12:00:00,7108,7510,1391,471,1399,1859,1829,506,54
2019-02-24 13:00:00,7032,7348,1390,446,1334,1860,1807,454,55
2019-02-24 14:00:00,6885,7133,1392,378,1261,1837,1765,445,53
2019-02-24 15:00:00,6815,6872,1391,260,1227,1852,1772,314,54
2019-02-24 16:00:00,6942,6702,1390,235,1245,1858,1769,153,52
2019-02-24 17:00:00,7277,6534,1393,128,1312,1861,1757,27,54
2019-02-24 18:00:00,7798,6738,1392,72,1582,1868,1769,0,55
2019-02-24 19:00:00,7998,7086,1392,66,1912,1886,1776,0,53
2019-02-24 20:00:00,7910,7079,1391,39,1893,1907,1794,0,54
2019-02-24 21:00:00,7560,6841,1389,10,1684,1911,1792,0,54
2019-02-24 22:00:00,7067,6694,1390,6,1600,1900,1744,0,54
2019-02-24 23:00:00,6707,6634,1388,27,1529,1893,1743,0,54
2019-02-25 00:00:00,6440,6536,1389,126,1381,1872,1710,0,57
2019-02-25 01:00:00,6276,6370,1392,248,1177,1894,1601,0,58
2019-02-25 02:00:00,6206,6296,1395,234,1139,1881,1589,0,58
2019-02-25 03:00:00,6180,6277,1395,197,1151,1884,1591,0,58
2019-02-25 04:00:00,6282,6271,1390,173,1173,1883,1594,0,58
2019-02-25 05:00:00,6524,6302,1395,196,1159,1878,1615,0,58
2019-02-25 06:00:00,7494,6800,1393,273,1374,1917,1784,0,58
2019-02-25 07:00:00,8178,7270,1391,384,1640,1926,1837,32,60
2019-02-25 08:00:00,8643,7534,1393,454,1711,1901,1816,199,60
2019-02-25 09:00:00,8849,7716,1361,538,1625,1848,1822,462,59
2019-02-25 10:00:00,8761,7795,1339,913,1332,1765,1703,681,61
2019-02-25 11:00:00,8519,7977,1357,1260,1306,1640,1599,753,61
2019-02-25 12:00:00,8438,8120,1337,1497,1286,1476,1673,789,60
2019-02-25 13:00:00,8485,8373,1335,1687,1291,1490,1730,780,58
2019-02-25 14:00:00,8247,8230,1335,1961,1088,1474,1589,724,58
2019-02-25 15:00:00,8202,8107,1364,2160,890,1485,1597,553,57
2019-02-25 16:00:00,8168,8106,1354,2266,1027,1495,1638,268,57
2019-02-25 17:00:00,8331,8362,1370,2420,1309,1498,1651,55,57
2019-02-25 18:00:00,8824,8699,1374,2482,1474,1639,1670,0,59
2019-02-25 19:00:00,9155,9136,1381,2495,1539,1885,1775,0,60
2019-02-25 20:00:00,8968,9079,1384,2430,1476,1880,1848,0,61
2019-02-25 21:00:00,8445,8887,1386,2396,1411,1880,1753,0,60
2019-02-25 22:00:00,7905,8632,1386,2307,1454,1782,1646,0,57
2019-02-25 23:00:00,7415,8136,1385,2210,1265,1536,1685,0,55
2019-02-26 00:00:00,6952,7768,1387,2084,1125,1525,1591,0,54
2019-02-26 01:00:00,6680,7678,1388,2026,1095,1482,1631,0,54
2019-02-26 02:00:00,6659,7704,1393,1981,1130,1492,1651,0,57
2019-02-26 03:00:00,6749,7715,1396,1961,1157,1488,1655,0,56
2019-02-26 04:00:00,6696,7608,1395,1933,1117,1485,1624,0,54
2019-02-26 05:00:00,6946,7858,1395,1880,1160,1665,1702,0,56
2019-02-26 06:00:00,7661,8044,1398,1953,1228,1740,1670,0,55
2019-02-26 07:00:00,8318,8643,1393,1884,1356,1890,2032,30,58
2019-02-26 08:00:00,8732,8635,1392,1636,1297,1875,2200,175,58
2019-02-26 09:00:00,8835,8588,1363,1410,1378,1826,2216,336,57
2019-02-26 10:00:00,8689,8432,1348,1396,1277,1808,2099,447,57
2019-02-26 11:00:00,8632,8551,1373,1442,1392,1812,2015,459,56
2019-02-26 12:00:00,8624,8606,1374,1719,1470,1583,2013,388,58
2019-02-26 13:00:00,8663,8816,1384,1849,1558,1550,2058,357,57
2019-02-26 14:00:00,8399,8497,1371,1595,1360,1776,2047,291,57
2019-02-26 15:00:00,8295,8227,1374,1819,1312,1450,1984,230,57
2019-02-26 16:00:00,8257,8307,1391,2057,1221,1454,1964,162,58
2019-02-26 17:00:00,8261,8220,1389,1388,1551,1661,2117,57,56
2019-02-26 18:00:00,8769,8405,1390,1262,1517,1831,2349,0,54
2019-02-26 19:00:00,8877,8867,1390,1635,1589,1840,2354,0,59
2019-02-26 20:00:00,8862,8715,1386,2133,1412,1713,2009,0,62
2019-02-26 21:00:00,8379,8648,1387,2063,1590,1508,2038,0,62
2019-02-26 22:00:00,7726,8382,1390,1806,1559,1517,2050,0,60
2019-02-26 23:00:00,7204,8059,1392,2065,1108,1491,1942,0,61
2019-02-27 00:00:00,6810,7850,1394,2056,967,1484,1886,0,62
2019-02-27 01:00:00,6724,7609,1394,1881,1096,1258,1916,0,62
2019-02-27 02:00:00,6638,7651,1396,1783,1104,1359,1946,0,62
2019-02-27 03:00:00,6510,7546,1398,1764,985,1442,1894,0,62
2019-02-27 04:00:00,6621,7525,1398,1713,1012,1443,1895,0,63
2019-02-27 05:00:00,6861,7957,1395,2061,939,1406,2092,0,64
2019-02-27 06:00:00,7402,8128,1396,2202,1228,1265,1974,0,63
2019-02-27 07:00:00,8076,8550,1396,2177,1618,1276,2017,5,62
2019-02-27 08:00:00,8605,8938,1395,2175,1501,1319,2381,103,61
2019-02-27 09:00:00,8691,9430,1371,2410,1338,1600,2381,268,60
2019-02-27 10:00:00,8570,9295,1387,2513,1459,1469,2005,398,62
2019-02-27 11:00:00,8481,9303,1385,2488,1501,1477,1957,433,61
2019-02-27 12:00:00,8443,9302,1346,2272,1520,1512,2135,453,61
2019-02-27 13:00:00,8433,9302,1361,2322,1404,1609,2155,386,62
2019-02-27 14:00:00,8260,9110,1375,2297,1391,1467,2140,373,66
2019-02-27 15:00:00,8170,8935,1377,2227,1370,1460,2133,301,66
2019-02-27 16:00:00,8134,8802,1388,2193,1412,1467,2063,213,65
2019-02-27 17:00:00,8193,8689,1387,1941,1630,1486,2098,81,65
2019-02-27 18:00:00,8627,8638,1386,1837,1625,1521,2201,1,65
2019-02-27 19:00:00,8885,8681,1385,1754,1875,1535,2066,0,65
2019-02-27 20:00:00,8683,8471,1384,1592,1840,1536,2055,0,64
2019-02-27 21:00:00,8176,8215,1383,1375,1770,1535,2087,0,64
2019-02-27 22:00:00,7627,7891,1395,932,1705,1525,2268,0,65
2019-02-27 23:00:00,7107,7404,1395,669,1365,1515,2397,0,62
2019-02-28 00:00:00,6818,7328,1395,511,1311,1615,2431,0,63
2019-02-28 01:00:00,6608,7094,1395,400,1334,1714,2188,0,63
2019-02-28 02:00:00,6527,6897,1393,341,1132,1848,2117,0,65
2019-02-28 03:00:00,6521,6712,1398,634,1023,1729,1865,0,64
2019-02-28 04:00:00,6495,6711,1396,711,1112,1504,1927,0,60
2019-02-28 05:00:00,6882,7281,1398,744,1349,1512,2216,0,62
2019-02-28 06:00:00,7352,7759,1394,1105,1336,1505,2357,0,63
2019-02-28 07:00:00,8076,8479,1395,1403,1772,1498,2318,30,60
2019-02-28 08:00:00,8449,8627,1392,1512,1825,1507,2125,204,61
2019-02-28 09:00:00,8431,8831,1357,1703,1704,1473,2066,466,59
2019-02-28 10:00:00,8350,8862,1344,1890,1504,1461,1886,717,60
2019-02-28 11:00:00,8144,8660,1352,1898,1213,1451,1869,815,61
2019-02-28 12:00:00,8019,8746,1357,2153,1066,1441,1867,800,60
2019-02-28 13:00:00,8049,8795,1354,2312,993,1441,1860,775,59
2019-02-28 14:00:00,7884,8733,1343,2445,901,1435,1858,687,62
2019-02-28 15:00:00,7759,8610,1374,2637,681,1439,1869,544,64
2019-02-28 16:00:00,7770,8574,1350,2698,764,1449,1914,336,63
2019-02-28 17:00:00,7897,8528,1367,2691,971,1410,1904,120,64
2019-02-28 18:00:00,8446,9190,1386,2695,1587,1440,2010,3,65
2019-02-28 19:00:00,8788,9562,1389,2606,1736,1453,2313,0,66
2019-02-28 20:00:00,8641,9480,1385,2573,1665,1453,2336,0,66
2019-02-28 21:00:00,8339,9077,1388,2451,1617,1267,2291,0,64
2019-02-28 22:00:00,7566,8423,1396,2088,1527,1213,2133,0,65
2019-02-28 23:00:00,6988,7817,1393,1740,1292,1226,2102,0,64
2019-03-01 00:00:00,6684,7791,1395,1754,1265,1221,2097,0,60
2019-03-01 01:00:00,6510,7430,1399,1671,1161,1203,1935,0,59
2019-03-01 02:00:00,6428,7177,1398,1364,1222,1196,1938,0,58
2019-03-01 03:00:00,6433,7187,1402,1254,1179,1346,1948,0,58
2019-03-01 04:00:00,6397,7126,1402,1149,1168,1409,1940,0,58
2019-03-01 05:00:00,6720,7312,1400,1108,1103,1403,2237,0,59
2019-03-01 06:00:00,7107,7214,1401,950,1129,1452,2224,0,59
2019-03-01 07:00:00,7750,7997,1397,867,1789,1459,2404,16,63
2019-03-01 08:00:00,8233,8043,1397,609,1863,1525,2408,176,63
2019-03-01 09:00:00,8211,8094,1358,550,1681,1764,2311,366,63
2019-03-01 10:00:00,8216,8161,1363,410,1723,1763,2319,519,63
2019-03-01 11:00:00,7998,8150,1374,347,1581,1751,2383,655,58
2019-03-01 12:00:00,7811,8118,1365,437,1477,1729,2368,682,59
2019-03-01 13:00:00,7862,8091,1364,495,1459,1739,2371,598,62
2019-03-01 14:00:00,7691,7880,1365,523,1534,1742,2166,485,62
2019-03-01 15:00:00,7711,7880,1373,366,1649,1740,2294,392,67
2019-03-01 16:00:00,7764,7950,1388,238,1868,1744,2428,216,66
2019-03-01 17:00:00,7874,7724,1394,382,1733,1743,2367,37,65
2019-03-01 18:00:00,8258,7585,1385,444,1608,1766,2318,0,64
2019-03-01 19:00:00,8535,7891,1383,550,1769,1789,2336,0,63
2019-03-01 20:00:00,8374,7946,1388,527,1774,1825,2366,0,66
2019-03-01 21:00:00,8009,7818,1380,411,1735,1829,2399,0,63
2019-03-01 22:00:00,7403,7416,1384,288,1668,1821,2191,0,64
2019-03-01 23:00:00,6923,7247,1387,101,1446,1822,2427,0,63
2019-03-02 00:00:00,6541,6895,1393,75,1187,1803,2377,0,61
2019-03-02 01:00:00,6359,7008,1393,187,1268,1817,2284,0,60
2019-03-02 02:00:00,6208,6861,1397,556,1202,1700,1945,0,61
2019-03-02 03:00:00,6266,6890,1395,691,1257,1493,1995,0,60
2019-03-02 04:00:00,6230,6895,1396,852,1233,1425,1930,0,59
2019-03-02 05:00:00,6385,7140,1396,1695,848,1423,1719,0,59
2019-03-02 06:00:00,6519,7386,1397,2122,663,1434,1713,0,57
2019-03-02 07:00:00,6820,7454,1393,1867,852,1475,1792,10,63
2019-03-02 08:00:00,7294,7706,1391,1105,1575,1489,1970,113,62
2019-03-02 09:00:00,7490,7828,1391,684,1554,1829,2056,254,61
2019-03-02 10:00:00,7484,8095,1394,707,1589,1834,2151,359,60
2019-03-02 11:00:00,7404,8040,1393,1090,1448,1520,2063,463,60
2019-03-02 12:00:00,7304,7811,1392,996,1457,1444,1964,497,61
2019-03-02 13:00:00,7137,7628,1391,810,1506,1448,1880,533,59
2019-03-02 14:00:00,6976,7311,1389,703,1390,1443,1811,516,58
2019-03-02 15:00:00,6896,7084,1394,649,1353,1449,1766,414,59
2019-03-02 16:00:00,6963,6923,1393,461,1461,1455,1821,273,57
2019-03-02 17:00:00,7250,7001,1389,351,1532,1449,2170,51,57
2019-03-02 18:00:00,7754,7124,1394,298,1675,1465,2235,0,57
2019-03-02 19:00:00,7995,7453,1392,210,1807,1773,2214,0,57
2019-03-02 20:00:00,7880,7400,1388,223,1839,1640,2252,0,57
2019-03-02 21:00:00,7538,7277,1391,288,1762,1506,2271,0,59
2019-03-02 22:00:00,7538,7277,1391,288,1762,1506,2271,0,59
2019-03-02 23:00:00,7538,7277,1391,288,1762,1506,2271,0,59
2019-03-03 00:00:00,7538,7277,1391,288,1762,1506,2271,0,59
2019-03-03 01:00:00,6774,6539,1389,186,1454,1373,2080,0,56
2019-03-03 02:00:00,6010,5802,1388,85,1146,1240,1890,0,53
2019-03-03 03:00:00,5955,5783,1389,74,1204,1237,1824,0,54
2019-03-03 04:00:00,6029,5736,1388,59,1179,1237,1822,0,51
2019-03-03 05:00:00,6052,5763,1391,46,1196,1235,1840,0,54
2019-03-03 06:00:00,6131,5783,1388,79,1210,1237,1814,0,54
2019-03-03 07:00:00,6387,5917,1388,94,1293,1269,1804,14,55
2019-03-03 08:00:00,6593,6134,1388,82,1344,1354,1811,97,56
2019-03-03 09:00:00,6791,6688,1392,35,1491,1590,1827,295,57
2019-03-03 10:00:00,6717,6798,1390,38,1437,1643,1798,433,57
2019-03-03 11:00:00,6584,6856,1390,44,1431,1500,1861,572,57
2019-03-03 12:00:00,6486,6765,1391,82,1372,1442,1757,663,57
2019-03-03 13:00:00,6486,6786,1392,104,1310,1451,1812,662,55
2019-03-03 14:00:00,6346,6660,1389,150,1269,1441,1786,568,55
2019-03-03 15:00:00,6287,6580,1389,277,1288,1432,1746,391,54
2019-03-03 16:00:00,6326,6659,1392,396,1363,1446,1755,257,52
2019-03-03 17:00:00,6607,6916,1393,602,1512,1454,1822,80,52
2019-03-03 18:00:00,7285,7428,1393,889,1518,1518,2056,0,54
2019-03-03 19:00:00,7658,7888,1392,976,1636,1587,2244,0,55
2019-03-03 20:00:00,7580,7889,1393,930,1588,1673,2249,0,55
2019-03-03 21:00:00,7196,7623,1393,995,1466,1675,2038,0,56
2019-03-03 22:00:00,6833,7412,1391,1049,1499,1594,1824,0,56
2019-03-03 23:00:00,6426,7036,1394,1010,1240,1539,1797,0,55
2019-03-04 00:00:00,6132,6973,1390,888,1262,1515,1864,0,54
2019-03-04 01:00:00,5924,6381,1394,774,1097,1259,1805,0,54
2019-03-04 02:00:00,5863,6199,1391,766,946,1248,1795,0,54
2019-03-04 03:00:00,5821,6169,1391,942,825,1231,1727,0,53
2019-03-04 04:00:00,5858,6155,1392,1060,652,1233,1767,0,53
2019-03-04 05:00:00,6155,6353,1392,1197,717,1234,1762,0,52
2019-03-04 06:00:00,6950,6800,1390,1290,1013,1250,1802,0,53
2019-03-04 07:00:00,7813,7666,1387,1250,1577,1357,2008,29,57
2019-03-04 08:00:00,8228,8178,1393,1129,1738,1464,2190,207,56
2019-03-04 09:00:00,8253,8632,1343,911,1753,1870,2213,484,57
2019-03-04 10:00:00,8292,8682,1348,1116,1624,1650,2212,676,56
2019-03-04 11:00:00,7982,8393,1336,1432,1390,1491,1919,767,55
2019-03-04 12:00:00,7815,8082,1333,1298,1370,1475,1758,792,54
2019-03-04 13:00:00,7838,8319,1342,1184,1472,1583,1921,763,54
2019-03-04 14:00:00,7665,8091,1319,1242,1426,1554,1834,663,52
2019-03-04 15:00:00,7554,8042,1330,1337,1420,1501,1906,495,51
2019-03-04 16:00:00,7431,7850,1311,1443,1457,1479,1790,319,50
2019-03-04 17:00:00,7599,7805,1315,1441,1597,1488,1790,121,52
2019-03-04 18:00:00,8241,8282,1375,1340,1759,1612,2143,0,52
2019-03-04 19:00:00,8614,8683,1378,1225,1859,1880,2287,0,54
2019-03-04 20:00:00,8515,8654,1379,1276,1796,1890,2254,0,58
2019-03-04 21:00:00,8000,8371,1382,1615,1643,1641,2031,0,58
2019-03-04 22:00:00,7372,7988,1382,1880,1392,1515,1762,0,58
2019-03-04 23:00:00,6940,7773,1380,1906,1104,1535,1789,0,59
2019-03-05 00:00:00,6546,7613,1385,1623,1141,1619,1785,0,59
2019-03-05 01:00:00,6369,7275,1385,1548,1246,1357,1681,0,59
2019-03-05 02:00:00,6274,7227,1388,1618,1116,1411,1636,0,57
2019-03-05 03:00:00,6329,7217,1392,1694,1127,1369,1578,0,56
2019-03-05 04:00:00,6313,6899,1390,1603,1059,1231,1562,0,56
2019-03-05 05:00:00,6471,7093,1393,1591,1145,1308,1597,0,57
2019-03-05 06:00:00,7130,7922,1390,1691,1386,1431,1967,0,56
2019-03-05 07:00:00,7873,8579,1389,1777,1943,1429,1945,35,62
2019-03-05 08:00:00,8119,8465,1393,1868,1695,1419,1864,168,59
2019-03-05 09:00:00,8341,8800,1384,2003,1575,1420,1994,363,59
2019-03-05 10:00:00,8162,8582,1388,2228,1372,1388,1667,480,59
2019-03-05 11:00:00,8043,8663,1388,2562,1295,1389,1382,588,58
2019-03-05 12:00:00,7876,8783,1391,2664,1270,1379,1407,615,57
2019-03-05 13:00:00,7900,8858,1398,2656,1255,1378,1444,671,57
2019-03-05 14:00:00,7718,8692,1395,2396,1304,1394,1585,559,58
2019-03-05 15:00:00,7569,8440,1396,2182,1361,1371,1684,386,58
2019-03-05 16:00:00,7653,8556,1395,1927,1689,1372,1902,213,59
2019-03-05 17:00:00,7737,8365,1394,1464,1792,1621,1944,90,59
2019-03-05 18:00:00,8345,8598,1400,838,2334,1769,2195,0,61
2019-03-05 19:00:00,8615,8819,1399,562,2793,1798,2207,0,61
2019-03-05 20:00:00,8508,8702,1395,365,2855,1803,2227,0,57
2019-03-05 21:00:00,8051,8304,1397,241,2631,1798,2176,0,60
2019-03-05 22:00:00,7315,7974,1397,343,2230,1790,2154,0,60
2019-03-05 23:00:00,6915,7584,1397,516,1740,1745,2127,0,59
2019-03-06 00:00:00,6468,7271,1400,678,1483,1577,2071,0,61
2019-03-06 01:00:00,6482,7112,1405,826,1360,1584,1876,0,62
2019-03-06 02:00:00,6285,6852,1404,640,1281,1612,1853,0,60
2019-03-06 03:00:00,6285,6715,1403,622,1235,1677,1718,0,60
2019-03-06 04:00:00,6432,6797,1404,485,1363,1727,1760,0,60
2019-03-06 05:00:00,6500,6820,1406,386,1272,1823,1873,0,59
2019-03-06 06:00:00,7157,7358,1403,407,1534,1835,2117,0,60
2019-03-06 07:00:00,7660,7982,1401,450,2028,1839,2157,46,61
2019-03-06 08:00:00,8066,8125,1403,534,2005,1820,2078,223,60
2019-03-06 09:00:00,8115,8154,1372,321,2118,1784,2077,421,58
2019-03-06 10:00:00,8031,8068,1349,309,1967,1781,2059,543,60
2019-03-06 11:00:00,7898,8172,1369,577,1778,1719,2113,556,58
2019-03-06 12:00:00,7835,8180,1353,1321,1536,1411,1928,569,60
2019-03-06 13:00:00,7839,8075,1377,1790,1321,1389,1649,491,59
2019-03-06 14:00:00,7696,8343,1373,2090,1222,1384,1657,558,58
2019-03-06 15:00:00,7639,8065,1373,1668,1307,1401,1766,493,56
2019-03-06 16:00:00,7497,7771,1393,1860,1062,1381,1653,364,57
2019-03-06 17:00:00,7686,7832,1393,2013,1162,1409,1705,97,53
2019-03-06 18:00:00,8104,7732,1395,1598,1493,1442,1756,0,48
2019-03-06 19:00:00,8620,8142,1393,1331,1846,1452,2069,0,51
2019-03-06 20:00:00,8493,8040,1392,807,1952,1657,2181,0,50
2019-03-06 21:00:00,8055,7699,1390,396,1843,1827,2191,0,52
2019-03-06 22:00:00,7565,7555,1392,289,1832,1845,2145,0,50
2019-03-06 23:00:00,6916,7090,1396,258,1481,1825,2082,0,48
2019-03-07 00:00:00,6685,7040,1399,234,1450,1825,2079,0,53
2019-03-07 01:00:00,6527,6825,1395,84,1343,1835,2114,0,54
2019-03-07 02:00:00,6345,6547,1396,64,1262,1830,1940,0,53
2019-03-07 03:00:00,6350,6167,1395,118,1094,1812,1697,0,53
2019-03-07 04:00:00,6329,6111,1397,148,1037,1800,1675,0,53
2019-03-07 05:00:00,6642,6298,1397,157,1201,1773,1715,0,53
2019-03-07 06:00:00,7121,6640,1401,223,1334,1721,1907,0,56
2019-03-07 07:00:00,7728,7437,1396,360,1780,1731,2083,28,56
2019-03-07 08:00:00,8259,7949,1398,610,1804,1721,2159,196,59
2019-03-07 09:00:00,8369,8116,1322,618,1875,1735,2157,349,59
2019-03-07 10:00:00,8134,7907,1324,817,1594,1686,1934,492,58
2019-03-07 11:00:00,7923,7895,1341,1350,1417,1385,1774,565,60
2019-03-07 12:00:00,7761,7819,1362,1575,1207,1377,1647,594,56
2019-03-07 13:00:00,7823,8056,1367,1938,1051,1373,1671,598,56
2019-03-07 14:00:00,7706,8122,1348,2348,830,1369,1653,515,58
2019-03-07 15:00:00,7578,8076,1342,2538,730,1371,1639,400,57
2019-03-07 16:00:00,7662,8068,1358,2445,883,1384,1705,236,55
2019-03-07 17:00:00,7755,8007,1377,2259,1208,1388,1662,54,58
2019-03-07 18:00:00,8224,8331,1382,2446,1409,1384,1652,0,57
2019-03-07 19:00:00,8565,8893,1386,2342,1758,1364,1984,0,57
2019-03-07 20:00:00,8482,8884,1388,2396,1664,1354,2025,0,57
2019-03-07 21:00:00,8191,8694,1383,2388,1675,1117,2075,0,57
2019-03-07 22:00:00,7464,8243,1391,2346,1473,1121,1853,0,57
2019-03-07 23:00:00,6900,7944,1388,2214,1236,1127,1922,0,55
2019-03-08 00:00:00,6545,7605,1389,2174,1144,1137,1706,0,56
2019-03-08 01:00:00,6282,7103,1399,2072,986,902,1690,0,53
2019-03-08 02:00:00,6277,6905,1395,1722,1113,905,1716,0,53
2019-03-08 03:00:00,6146,6493,1396,1361,1064,905,1719,0,49
2019-03-08 04:00:00,6225,6464,1396,996,1337,904,1778,0,51
2019-03-08 05:00:00,6498,6413,1399,828,1402,904,1826,0,54
2019-03-08 06:00:00,6974,6882,1396,646,1590,973,2224,0,53
2019-03-08 07:00:00,7460,7395,1396,554,2055,1066,2233,34,55
